time,Channel_H_dn,Channel_H_up,Channel_Q_dn,Channel_Q_up
2013-01-02 04:15:00,0.000000,5.375693,499.902041,500.000000
2013-01-02 04:30:00,0.000000,5.375822,499.926733,500.000000
2013-01-02 04:45:00,0.000000,5.375918,499.945202,500.000000
2013-01-02 05:00:00,0.000000,5.375990,499.959015,500.000000
2013-01-02 05:15:00,0.000000,5.376044,499.969346,500.000000
2013-01-02 05:30:00,0.000000,5.376085,499.977073,500.000000
2013-01-02 05:45:00,0.000000,5.376115,499.982852,500.000000
2013-01-02 06:00:00,0.000000,5.376137,499.987175,500.000000
2013-01-02 06:15:00,0.000000,5.376154,499.990408,500.000000
2013-01-02 06:30:00,0.000000,5.376167,499.992826,500.000000
2013-01-02 06:45:00,0.000000,5.376176,499.994634,500.000000
2013-01-02 07:00:00,0.000000,3.733467,458.280329,100.000000
2013-01-02 07:15:00,0.000000,3.115557,391.509605,100.000000
2013-01-02 07:30:00,0.000000,2.613446,326.737481,100.000000
2013-01-02 07:45:00,0.000000,2.205759,274.042511,100.000000
2013-01-02 08:00:00,0.000000,1.880592,233.268586,100.000000
2013-01-02 08:15:00,0.000000,1.624036,201.848264,100.000000
2013-01-02 08:30:00,0.000000,1.423529,177.512136,100.000000
2013-01-02 08:45:00,-0.000000,1.268324,158.627200,100.000000
2013-01-02 09:00:00,-0.000000,1.149398,144.015101,100.000000
2013-01-02 09:15:00,-0.000000,1.059227,132.782422,100.000000
2013-01-02 09:30:00,-0.000000,0.991578,124.222592,100.000000
2013-01-02 09:45:00,-0.000000,0.941337,117.763441,100.000000
2013-01-02 10:00:00,-0.000000,0.904366,112.938258,100.000000
2013-01-02 10:15:00,-0.000000,0.877379,109.368211,100.000000
2013-01-02 10:30:00,-0.000000,0.857814,106.749712,100.000000
2013-01-02 10:45:00,-0.000000,0.843708,104.843558,100.000000
2013-01-02 11:00:00,-0.000000,0.833583,103.464646,100.000000
2013-01-02 11:15:00,-0.000000,0.826339,102.472186,100.000000
2013-01-02 11:30:00,-0.000000,0.821171,101.760714,100.000000
2013-01-02 11:45:00,-0.000000,0.817490,101.252238,100.000000
2013-01-02 12:00:00,-0.000000,0.814872,100.889681,100.000000
2013-01-02 12:15:00,-0.000000,0.813012,100.631615,100.000000
2013-01-02 12:30:00,-0.000000,0.811692,100.448158,100.000000
2013-01-02 12:45:00,-0.000000,0.810756,100.317861,100.000000
2013-01-02 13:00:00,-0.000000,0.810091,100.225383,100.000000
2013-01-02 13:15:00,-0.000000,0.809620,100.159777,100.000000
2013-01-02 13:30:00,-0.000000,0.809286,100.113252,100.000000
2013-01-02 13:45:00,-0.000000,0.809050,100.080266,100.000000
2013-01-02 14:00:00,-0.000000,0.808882,100.056883,100.000000
2013-01-02 14:15:00,-0.000000,0.808763,100.040310,100.000000
2013-01-02 14:30:00,-0.000000,0.808679,100.028565,100.000000
2013-01-02 14:45:00,-0.000000,0.808619,100.020241,100.000000
2013-01-02 15:00:00,-0.000000,0.808577,100.014343,100.000000
2013-01-02 15:15:00,-0.000000,0.808547,100.010163,100.000000
2013-01-02 15:30:00,-0.000000,0.808526,100.007201,100.000000
2013-01-02 15:45:00,-0.000000,0.808510,100.005102,100.000000
2013-01-02 16:00:00,-0.000000,0.808500,100.003615,100.000000
2013-01-02 16:15:00,-0.000000,0.808492,100.002562,100.000000
2013-01-02 16:30:00,-0.000000,0.808487,100.001815,100.000000
2013-01-02 16:45:00,-0.000000,0.808483,100.001286,100.000000
2013-01-02 17:00:00,-0.000000,0.808480,100.000911,100.000000
2013-01-02 17:15:00,-0.000000,0.808478,100.000646,100.000000
2013-01-02 17:30:00,-0.000000,0.808477,100.000458,100.000000
2013-01-02 17:45:00,-0.000000,0.808476,100.000324,100.000000
2013-01-02 18:00:00,-0.000000,0.808476,100.000230,100.000000
2013-01-02 18:15:00,-0.000000,0.808475,100.000163,100.000000
2013-01-02 18:30:00,-0.000000,0.808475,100.000115,100.000000
2013-01-02 18:45:00,-0.000000,0.808474,100.000082,100.000000
2013-01-02 19:00:00,-0.000000,0.808474,100.000058,100.000000
2013-01-02 19:15:00,-0.000000,0.808474,100.000041,100.000000
2013-01-02 19:30:00,-0.000000,0.808474,100.000029,100.000000
2013-01-02 19:45:00,-0.000000,0.808474,100.000021,100.000000
2013-01-02 20:00:00,-0.000000,0.808474,100.000015,100.000000
2013-01-02 20:15:00,-0.000000,0.808474,100.000010,100.000000
2013-01-02 20:30:00,-0.000000,0.808474,100.000007,100.000000
2013-01-02 20:45:00,-0.000000,0.808474,100.000005,100.000000
2013-01-02 21:00:00,-0.000000,0.808474,100.000004,100.000000
2013-01-02 21:15:00,-0.000000,0.808474,100.000003,100.000000
2013-01-02 21:30:00,-0.000000,0.808474,100.000002,100.000000
2013-01-02 21:45:00,-0.000000,0.808474,100.000001,100.000000
2013-01-02 22:00:00,-0.000000,0.808474,100.000001,100.000000
2013-01-02 22:15:00,-0.000000,0.808474,100.000001,100.000000
2013-01-02 22:30:00,-0.000000,0.808474,100.000000,100.000000
2013-01-02 22:45:00,-0.000000,0.808474,100.000000,100.000000
2013-01-02 23:00:00,-0.000000,0.808474,100.000000,100.000000
2013-01-02 23:15:00,-0.000000,0.808474,100.000000,100.000000
2013-01-02 23:30:00,-0.000000,0.808474,100.000000,100.000000
2013-01-02 23:45:00,-0.000000,0.808474,100.000000,100.000000
2013-01-03 00:00:00,-0.000000,0.808474,100.000000,100.000000
2013-01-03 00:15:00,-0.000000,0.808474,100.000000,100.000000
2013-01-03 00:30:00,-0.000000,0.808474,100.000000,100.000000
